sset No,Description,Status,ราคาเช่า,
1694,A64-112,100L,ไม่ใช้งาน,150,0
1693,A64-113,100L,ไม่ใช้งาน,150,0
1692,A64-114,100L,ไม่ใช้งาน,150,0
1691,A64-115,100L,ไม่ใช้งาน,150,0
1690,A64-116,100L,ไม่ใช้งาน,150,0
1689,A64-117,100L,ไม่ใช้งาน,150,0
1686,A64-120,100L,ไม่ใช้งาน,150,0
1685,A64-121,100L,ไม่ใช้งาน,150,0
1684,A64-122,100L,ไม่ใช้งาน,150,0
1682,A64-124,100L,ไม่ใช้งาน,150,0
1681,A64-125,100L,ไม่ใช้งาน,150,0
1680,A64-126,100L,ไม่ใช้งาน,150,0
1678,A64-128,100L,ไม่ใช้งาน,150,0
1677,A64-129,100L,ไม่ใช้งาน,150,0
1793,A64-13,100L,ไม่ใช้งาน,150,0
1676,A64-130,100L,ไม่ใช้งาน,150,0
1675,A64-131,100L,ไม่ใช้งาน,150,0
1673,A64-133,100L,ไม่ใช้งาน,150,0
1672,A64-134,100L,ไม่ใช้งาน,150,0
1671,A64-135,100L,ไม่ใช้งาน,150,0
1670,A64-136,100L,ไม่ใช้งาน,150,0
1669,A64-137,100L,ไม่ใช้งาน,150,0
1668,A64-138,100L,ไม่ใช้งาน,150,0
1791,A64-15,100L,ไม่ใช้งาน,150,0
1790,A64-16,100L,ไม่ใช้งาน,150,0
1788,A64-18,100L,ไม่ใช้งาน,150,0
1787,A64-19,100L,ไม่ใช้งาน,150,0
1786,A64-20,100L,ไม่ใช้งาน,150,0
1785,A64-21,100L,ไม่ใช้งาน,150,0
1783,A64-23,100L,ไม่ใช้งาน,150,0
1779,A64-27,100L,ไม่ใช้งาน,150,0
1777,A64-29,100L,ไม่ใช้งาน,150,0
1776,A64-30,100L,ไม่ใช้งาน,150,0
1775,A64-31,100L,ไม่ใช้งาน,150,0
1772,A64-34,100L,ไม่ใช้งาน,150,0
1769,A64-37,100L,ไม่ใช้งาน,150,0
1766,A64-40,100L,ไม่ใช้งาน,150,0
1765,A64-41,100L,ไม่ใช้งาน,150,0
539,A64-42,100L,ไม่ใช้งาน,150,0
1763,A64-43,100L,ไม่ใช้งาน,150,0
1762,A64-44,100L,ไม่ใช้งาน,150,0
1759,A64-47,100L,ไม่ใช้งาน,150,0
1758,A64-48,100L,ใช้งาน,150,1
1756,A64-50,100L,ไม่ใช้งาน,150,0
1755,A64-51,100L,ใช้งาน,150,1
1754,A64-52,100L,ไม่ใช้งาน,150,0
1750,A64-56,100L,ไม่ใช้งาน,150,0
1749,A64-57,100L,ใช้งาน,150,1
1748,A64-58,100L,ใช้งาน,150,1
1746,A64-60,100L,ไม่ใช้งาน,150,0
1741,A64-65,100L,ไม่ใช้งาน,150,0
1739,A64-67,100L,ไม่ใช้งาน,150,0
1738,A64-68,100L,ไม่ใช้งาน,150,0
1737,A64-69,100L,ไม่ใช้งาน,150,0
1736,A64-70,100L,ไม่ใช้งาน,150,0
1735,A64-71,100L,ไม่ใช้งาน,150,0
1733,A64-73,100L,ไม่ใช้งาน,150,0
1732,A64-74,100L,ไม่ใช้งาน,150,0
1731,A64-75,100L,ไม่ใช้งาน,150,0
1729,A64-76,100L,ไม่ใช้งาน,150,0
1728,A64-77,100L,ไม่ใช้งาน,150,0
1730,A64-78,100L,ไม่ใช้งาน,150,0
1727,A64-79,100L,ไม่ใช้งาน,150,0
1726,A64-80,100L,ไม่ใช้งาน,150,0
1725,A64-81,100L,ไม่ใช้งาน,150,0
1724,A64-82,100L,ไม่ใช้งาน,150,0
1723,A64-83,100L,ไม่ใช้งาน,150,0
1722,A64-84,100L,ไม่ใช้งาน,150,0
1721,A64-85,100L,ไม่ใช้งาน,150,0
1720,A64-86,100L,ไม่ใช้งาน,150,0
1719,A64-87,100L,ไม่ใช้งาน,150,0
1718,A64-88,100L,ไม่ใช้งาน,150,0
1717,A64-89,100L,ไม่ใช้งาน,150,0
1716,A64-90,100L,ไม่ใช้งาน,150,0
1715,A64-91,100L,ไม่ใช้งาน,150,0
1714,A64-92,100L,ไม่ใช้งาน,150,0
1713,A64-93,100L,ไม่ใช้งาน,150,0
1712,A64-94,100L,ไม่ใช้งาน,150,0
1711,A64-95,100L,ไม่ใช้งาน,150,0
1710,A64-96,100L,ไม่ใช้งาน,150,0
1709,A64-97,100L,ไม่ใช้งาน,150,0
1708,A64-98,100L,ไม่ใช้งาน,150,0
1707,A64-99,100L,ไม่ใช้งาน,150,0
1665,A65-01,100L,ไม่ใช้งาน,150,0
1664,A65-02,100L,ไม่ใช้งาน,150,0
1663,A65-03,100L,ไม่ใช้งาน,150,0
362,A65-05,100L,ไม่ใช้งาน,150,0
1661,A65-05,100L,ไม่ใช้งาน,150,0
1658,A65-08,100L,ใช้งาน,150,1
1656,A65-10,100L,ไม่ใช้งาน,150,0
1655,A65-11,100L,ไม่ใช้งาน,150,0
1654,A65-12,100L,ไม่ใช้งาน,150,0
1653,A65-13,100L,ไม่ใช้งาน,150,0
1652,A65-14,100L,ไม่ใช้งาน,150,0
1651,A65-15,100L,ไม่ใช้งาน,150,0
1650,A65-16,100L,ไม่ใช้งาน,150,0
1649,A65-17,100L,ไม่ใช้งาน,150,0
1648,A65-18,100L,ไม่ใช้งาน,150,0
1647,A65-19,100L,ไม่ใช้งาน,150,0
1646,A65-20,100L,ไม่ใช้งาน,150,0
1644,A65-22,100L,ไม่ใช้งาน,150,0
1643,A65-23,100L,ไม่ใช้งาน,150,0
1641,A65-25,100L,ไม่ใช้งาน,150,0
1640,A65-26,100L,ไม่ใช้งาน,150,0
1639,A65-27,100L,ไม่ใช้งาน,150,0
1638,A65-28,100L,ไม่ใช้งาน,150,0
1636,A65-30,100L,ไม่ใช้งาน,150,0
498,A65-38,100L,ไม่ใช้งาน,150,0
640,A65-41,100L,ไม่ใช้งาน,150,0
503,A65-44,100L,ไม่ใช้งาน,150,0
639,A65-47,100L,ไม่ใช้งาน,150,0
635,A65-59,100L,ไม่ใช้งาน,150,0
491,A65-62,100L,ไม่ใช้งาน,150,0
633,A65-62,100L,ใช้งาน,150,1
630,A65-65,100L,ไม่ใช้งาน,150,0
629,A65-66,100L,ไม่ใช้งาน,150,0
492,A65-68,100L,ไม่ใช้งาน,150,0
627,A65-69,100L,ไม่ใช้งาน,150,0
475,A66-02,100L,ไม่ใช้งาน,150,0
357,A66-05,100L,ไม่ใช้งาน,150,0
469,A66-09,100L,ไม่ใช้งาน,150,0
467,A66-11,100L,ไม่ใช้งาน,150,0
466,A66-12,100L,ไม่ใช้งาน,150,0
464,A66-14,100L,ไม่ใช้งาน,150,0
462,A66-16,100L,ไม่ใช้งาน,150,0
461,A66-17,100L,ไม่ใช้งาน,150,0
457,A66-21,100L,ไม่ใช้งาน,150,0
454,A66-24,100L,ไม่ใช้งาน,150,0
451,A66-27,100L,ไม่ใช้งาน,150,0
449,A66-29,100L,ไม่ใช้งาน,150,0
320,A67-02,100L,ใช้งาน,150,1
319,A67-03,100L,ไม่ใช้งาน,150,0
314,A67-08,100L,ใช้งาน,150,1
313,A67-09,100L,ใช้งาน,150,1
312,A67-10,100L,ใช้งาน,150,1
311,A67-11,100L,ใช้งาน,150,1
310,A67-12,100L,ใช้งาน,150,1
309,A67-13,100L,ใช้งาน,150,1
308,A67-14,100L,ใช้งาน,150,1
307,A67-15,100L,ใช้งาน,150,1
306,A67-16,100L,ใช้งาน,150,1
304,A67-18,100L,ใช้งาน,150,1
303,A67-19,100L,ใช้งาน,150,1
302,A67-20,100L,ใช้งาน,150,1
301,A67-21,100L,ใช้งาน,150,1
300,A67-22,100L,ใช้งาน,150,1
299,A67-23,100L,ใช้งาน,150,1
298,A67-24,100L,ใช้งาน,150,1
297,A67-25,100L,ใช้งาน,150,1
296,A67-26,100L,ใช้งาน,150,1
295,A67-27,100L,ใช้งาน,150,1
294,A67-28,100L,ใช้งาน,150,1
293,A67-29,100L,ใช้งาน,150,1
292,A67-30,100L,ใช้งาน,150,1
291,A67-31,100L,ใช้งาน,150,1
290,A67-32,100L,ใช้งาน,150,1
289,A67-33,100L,ใช้งาน,150,1
288,A67-34,100L,ใช้งาน,150,1
287,A67-35,100L,ใช้งาน,150,1
286,A67-36,100L,ใช้งาน,150,1
285,A67-37,100L,ใช้งาน,150,1
284,A67-38,100L,ใช้งาน,150,1
283,A67-39,100L,ใช้งาน,150,1
282,A67-40,100L,ใช้งาน,150,1
281,A67-41,100L,ใช้งาน,150,1
280,A67-42,100L,ใช้งาน,150,1
279,A67-43,100L,ใช้งาน,150,1
278,A67-44,100L,ใช้งาน,150,1
276,A67-46,100L,ไม่ใช้งาน,150,0
274,A67-48,100L,ใช้งาน,150,1
273,A67-49,100L,ใช้งาน,150,1
272,A67-50,100L,ใช้งาน,150,1
332,B.315,นครปฐมธารทิพย์,ไม่ใช้งาน,,0
512,B.335,,ไม่ใช้งาน,,0
347,C.06,300L,ไม่ใช้งาน,300,0
550,C.115 นครปฐมธารทิพย์,300L,ไม่ใช้งาน,300,0
346,C.116,300L,ไม่ใช้งาน,300,0
516,C.190,300L,ไม่ใช้งาน,300,0
517,C.192,300L,ไม่ใช้งาน,300,0
917,C62-02,300L,ไม่ใช้งาน,300,0
482,C62-04,300L,ไม่ใช้งาน,300,0
913,C62-06,300L,ไม่ใช้งาน,300,0
911,C62-08,300L,ไม่ใช้งาน,300,0
909,C62-10,300L,ไม่ใช้งาน,300,0
908,C62-11,300L,ไม่ใช้งาน,300,0
907,C63-01,300L,ไม่ใช้งาน,300,0
904,C63-04,300L,ไม่ใช้งาน,300,0
903,C63-05,300L,ไม่ใช้งาน,300,0
899,C63-09,300L,ไม่ใช้งาน,300,0
898,C63-10,300L,ไม่ใช้งาน,300,0
897,C63-11,300L,ไม่ใช้งาน,300,0
896,C63-12,300L,ไม่ใช้งาน,300,0
895,C63-13,300L,ไม่ใช้งาน,300,0
890,C63-18,300L,ไม่ใช้งาน,300,0
885,C63-23,300L,ไม่ใช้งาน,300,0
884,C63-24,300L,ไม่ใช้งาน,300,0
883,C63-25,300L,ไม่ใช้งาน,300,0
882,C63-26,300L,ไม่ใช้งาน,300,0
880,C63-28,300L,ไม่ใช้งาน,300,0
879,C63-29,300L,ไม่ใช้งาน,300,0
876,C63-32,300L,ไม่ใช้งาน,300,0
872,C64-01,300L,ไม่ใช้งาน,300,0
870,C64-03,300L,ไม่ใช้งาน,300,0
567,C65-04,300L,ไม่ใช้งาน,300,0
565,C65-08,300L,ไม่ใช้งาน,300,0
564,C65-11,300L,ไม่ใช้งาน,300,0
387,C66-01,300L,ไม่ใช้งาน,300,0
81,D24-001,150L,ไม่ใช้งาน,150,0
77,D24-005,150L,ใช้งาน,150,1
67,D24-015,150L,ใช้งาน,150,1
64,D24-018,150L,ใช้งาน,150,1
63,D24-019,150L,ใช้งาน,150,1
62,D24-020,150L,ใช้งาน,150,1
60,D24-022,150L,ใช้งาน,150,1
59,D24-023,150L,ใช้งาน,150,1
55,D24-027,150L,ใช้งาน,150,1
54,D24-028,150L,ใช้งาน,150,1
53,D24-029,150L,ใช้งาน,150,1
52,D24-030,150L,ใช้งาน,150,1
51,D24-031,150L,ใช้งาน,150,1
50,D24-032,150L,ใช้งาน,150,1
49,D24-033,150L,ใช้งาน,150,1
48,D24-034,150L,ใช้งาน,150,1
47,D24-035,150L,ใช้งาน,150,1
46,D24-036,150L,ใช้งาน,150,1
44,D24-038,150L,ไม่ใช้งาน,150,0
43,D24-039,150L,ใช้งาน,150,1
41,D24-041,150L,ไม่ใช้งาน,150,0
40,D24-042,150L,ใช้งาน,150,1
39,D24-043,150L,ใช้งาน,150,1
38,D24-044,150L,ใช้งาน,150,1
37,D24-045,150L,ใช้งาน,150,1
36,D24-046,150L,ใช้งาน,150,1
35,D24-047,150L,ไม่ใช้งาน,150,0
33,D24-049,150L,ใช้งาน,150,1
1634,D63-01,150L,ไม่ใช้งาน,150,0
1632,D63-03,150L,ไม่ใช้งาน,150,0
1630,D63-05,150L,ไม่ใช้งาน,150,0
1629,D64-01,150L,ไม่ใช้งาน,150,0
1628,D64-02,150L,ไม่ใช้งาน,150,0
1627,D64-03,150L,ไม่ใช้งาน,150,0
1626,D64-04,150L,ไม่ใช้งาน,150,0
1625,D65-01,150L,ไม่ใช้งาน,150,0
1624,D65-02,150L,ไม่ใช้งาน,150,0
1623,D65-03,150L,ไม่ใช้งาน,150,0
1621,D65-05,150L,ไม่ใช้งาน,150,0
1618,D65-08,150L,ไม่ใช้งาน,150,0
1617,D65-09,150L,ไม่ใช้งาน,150,0
1616,D65-10,150L,ไม่ใช้งาน,150,0
1615,D65-11,150L,ไม่ใช้งาน,150,0
1614,D65-12,150L,ไม่ใช้งาน,150,0
1613,D65-13,150L,ไม่ใช้งาน,150,0
1612,D65-14,150L,ไม่ใช้งาน,150,0
1611,D65-15,150L,ไม่ใช้งาน,150,0
1610,D65-16,150L,ไม่ใช้งาน,150,0
1609,D65-17,150L,ไม่ใช้งาน,150,0
1608,D65-18,150L,ไม่ใช้งาน,150,0
1607,D65-19,150L,ไม่ใช้งาน,150,0
1606,D65-20,150L,ไม่ใช้งาน,150,0
791,E63-02,500L,ไม่ใช้งาน,350,0
787,E63-06,500L,ไม่ใช้งาน,350,0
496,E63-10,500L,ไม่ใช้งาน,350,0
783,E63-10,500L,ใช้งาน,350,1
782,E63-11,500L,ไม่ใช้งาน,350,0
780,E63-13,500L,ไม่ใช้งาน,350,0
779,E63-14,500L,ไม่ใช้งาน,350,0
778,E63-15,500L,ไม่ใช้งาน,350,0
777,E63-16,500L,ไม่ใช้งาน,350,0
776,E63-17,500L,ไม่ใช้งาน,350,0
773,E63-20,500L,ไม่ใช้งาน,350,0
771,E63-22,500L,ไม่ใช้งาน,350,0
770,E63-23,500L,ไม่ใช้งาน,350,0
769,E63-24,500L,ไม่ใช้งาน,350,0
766,E63-27,500L,ไม่ใช้งาน,350,0
765,E63-28,500L,ไม่ใช้งาน,350,0
760,E63-33,500L,ไม่ใช้งาน,350,0
759,E63-34,500L,ไม่ใช้งาน,350,0
758,E63-35,500L,ไม่ใช้งาน,350,0
757,E63-36,500L,ไม่ใช้งาน,350,0
756,E63-37,500L,ไม่ใช้งาน,350,0
755,E63-38,500L,ไม่ใช้งาน,350,0
752,E63-41,500L,ไม่ใช้งาน,350,0
750,E63-43,500L,ไม่ใช้งาน,350,0
747,E63-46,500L,ไม่ใช้งาน,350,0
745,E63-48,500L,ไม่ใช้งาน,350,0
740,E63-53,500L,ไม่ใช้งาน,350,0
739,E63-54,500L,ไม่ใช้งาน,350,0
736,E63-57,500L,ไม่ใช้งาน,350,0
734,E63-59,500L,ใช้งาน,350,1
733,E63-60,500L,ไม่ใช้งาน,350,0
731,E63-62,500L,ไม่ใช้งาน,350,0
730,E63-63,500L,ไม่ใช้งาน,350,0
729,E63-64,500L,ไม่ใช้งาน,350,0
728,E63-65,500L,ไม่ใช้งาน,350,0
727,E63-66,500L,ไม่ใช้งาน,350,0
726,E63-67,500L,ไม่ใช้งาน,350,0
725,E63-68,500L,ใช้งาน,350,1
723,E63-70,500L,ไม่ใช้งาน,350,0
202,E63-90,500L,ไม่ใช้งาน,350,0
719,E64-04,500L,ไม่ใช้งาน,350,0
718,E64-05,500L,ไม่ใช้งาน,350,0
717,E64-06,500L,ไม่ใช้งาน,350,0
715,E64-08,500L,ไม่ใช้งาน,350,0
713,E64-10,500L,ไม่ใช้งาน,350,0
712,E64-11,500L,ไม่ใช้งาน,350,0
710,E64-13,500L,ไม่ใช้งาน,350,0
707,E64-16,500L,ไม่ใช้งาน,350,0
706,E64-17,500L,ไม่ใช้งาน,350,0
705,E64-18,500L,ไม่ใช้งาน,350,0
704,E64-19,500L,ไม่ใช้งาน,350,0
703,E64-20,500L,ไม่ใช้งาน,350,0
691,E65-12,500L,ใช้งาน,350,1
690,E65-13,500L,ไม่ใช้งาน,350,0
689,E65-14,500L,ไม่ใช้งาน,350,0
687,E65-16,500L,ไม่ใช้งาน,350,0
684,E65-19,500L,ไม่ใช้งาน,350,0
377,E66-01,500L,ไม่ใช้งาน,350,0
376,E66-02,500L,ไม่ใช้งาน,350,0
375,E66-03,500L,ไม่ใช้งาน,350,0
373,E66-05,500L,ไม่ใช้งาน,350,0
370,E66-08,500L,ไม่ใช้งาน,350,0
369,E66-09,500L,ไม่ใช้งาน,350,0
356,E66-16,500L,ไม่ใช้งาน,350,0
549,L.79 นครปฐมธารทิพย์,800L,ไม่ใช้งาน,500,0
682,L63-01,800L,ไม่ใช้งาน,500,0
681,L63-02,800L,ไม่ใช้งาน,500,0
680,L63-03,800L,ไม่ใช้งาน,500,0
679,L63-04,800L,ไม่ใช้งาน,500,0
678,L63-05,800L,ไม่ใช้งาน,500,0
677,L63-06,800L,ไม่ใช้งาน,500,0
676,L63-07,800L,ไม่ใช้งาน,500,0
675,L63-08,800L,ไม่ใช้งาน,500,0
674,L63-09,800L,ไม่ใช้งาน,500,0
673,L63-10,800L,ใช้งาน,500,1
672,L63-11,800L,ไม่ใช้งาน,500,0
671,L63-12,800L,ใช้งาน,500,1
670,L63-13,800L,ไม่ใช้งาน,500,0
669,L63-14,800L,ไม่ใช้งาน,500,0
668,L63-15,800L,ไม่ใช้งาน,500,0
667,L63-16,800L,ไม่ใช้งาน,500,0
666,L64-1,800L,ไม่ใช้งาน,500,0
657,L64-10,800L,ไม่ใช้งาน,500,0
656,L64-11,800L,ไม่ใช้งาน,500,0
655,L64-12,800L,ไม่ใช้งาน,500,0
653,L64-14,800L,ไม่ใช้งาน,500,0
665,L64-2,800L,ใช้งาน,500,1
664,L64-3,800L,ไม่ใช้งาน,500,0
663,L64-4,800L,ไม่ใช้งาน,500,0
662,L64-5,800L,ไม่ใช้งาน,500,0
661,L64-6,800L,ใช้งาน,500,1
660,L64-7,800L,ไม่ใช้งาน,500,0
659,L64-8,800L,ไม่ใช้งาน,500,0
658,L64-9,800L,ไม่ใช้งาน,500,0
652,L65-01,800L,ใช้งาน,500,1
651,L65-02,800L,ใช้งาน,500,1
650,L65-03,800L,ไม่ใช้งาน,500,0
649,L65-04,800L,ไม่ใช้งาน,500,0
648,L65-05,800L,ไม่ใช้งาน,500,0
647,L65-06,800L,ไม่ใช้งาน,500,0
645,L65-08,800L,ไม่ใช้งาน,500,0
644,L65-09,800L,ไม่ใช้งาน,500,0
643,L65-10,800L,ไม่ใช้งาน,500,0
367,L66-01,800L,ไม่ใช้งาน,500,0
366,L66-02,800L,ไม่ใช้งาน,500,0
365,L66-03,800L,ไม่ใช้งาน,500,0
364,L66-04,800L,ไม่ใช้งาน,500,0
344,L66-07,800L,ใช้งาน,500,1
343,L66-08,800L,ใช้งาน,500,1
205,L67-01,800L,ใช้งาน,500,1
204,L67-02,800L,ไม่ใช้งาน,500,0
203,L67-03,800L,ใช้งาน,500,1
866,M61-02,450L,ไม่ใช้งาน,350,0
864,M61-04,450L,ไม่ใช้งาน,350,0
861,M61-07,450L,ไม่ใช้งาน,350,0
860,M61-08,450L,ไม่ใช้งาน,350,0
859,M61-09,450L,ไม่ใช้งาน,350,0
858,M61-10,450L,ไม่ใช้งาน,350,0
856,M61-12,450L,ไม่ใช้งาน,350,0
853,M61-15,450L,ไม่ใช้งาน,350,0
851,M61-17,450L,ไม่ใช้งาน,350,0
849,M61-19,450L,ไม่ใช้งาน,350,0
848,M61-20,450L,ไม่ใช้งาน,350,0
847,M62-21,450L,ไม่ใช้งาน,350,0
845,M62-23,450L,ไม่ใช้งาน,350,0
844,M62-24,450L,ไม่ใช้งาน,350,0
843,M62-25,450L,ไม่ใช้งาน,350,0
841,M62-27,450L,ไม่ใช้งาน,350,0
840,M62-28,450L,ไม่ใช้งาน,350,0
839,M62-29,450L,ไม่ใช้งาน,350,0
838,M62-30,450L,ไม่ใช้งาน,350,0
831,M62-37,450L,ไม่ใช้งาน,350,0
830,M62-38,450L,ใช้งาน,350,1
827,M62-41,450L,ไม่ใช้งาน,350,0
826,M62-42,450L,ไม่ใช้งาน,350,0
825,M62-43,450L,ไม่ใช้งาน,350,0
821,M62-47,450L,ไม่ใช้งาน,350,0
820,M62-48,450L,ไม่ใช้งาน,350,0
818,M62-50,450L,ไม่ใช้งาน,350,0
815,M62-53,450L,ไม่ใช้งาน,350,0
814,M62-54,450L,ไม่ใช้งาน,350,0
813,M62-55,450L,ไม่ใช้งาน,350,0
811,M62-57,450L,ไม่ใช้งาน,350,0
810,M62-58,450L,ไม่ใช้งาน,350,0
809,M62-59,450L,ไม่ใช้งาน,350,0
807,M62-61,450L,ไม่ใช้งาน,350,0
805,M62-63,450L,ไม่ใช้งาน,350,0
804,M62-64,450L,ไม่ใช้งาน,350,0
803,M62-65,450L,ไม่ใช้งาน,350,0
802,M62-66,450L,ไม่ใช้งาน,350,0
799,M62-69,450L,ไม่ใช้งาน,350,0
209,M67-03,450L,ไม่ใช้งาน,350,0
207,M67-05,450L,ไม่ใช้งาน,350,0
201,S24-001,200L,ไม่ใช้งาน,200,0
200,S24-002,200L,ใช้งาน,200,1
198,S24-004,200L,ใช้งาน,200,1
197,S24-005,200L,ใช้งาน,200,1
196,S24-006,200L,ไม่ใช้งาน,200,0
195,S24-007,200L,ใช้งาน,200,1
194,S24-008,200L,ใช้งาน,200,1
193,S24-009,200L,ใช้งาน,200,1
192,S24-010,200L,ไม่ใช้งาน,200,0
191,S24-011,200L,ใช้งาน,200,1
190,S24-012,200L,ใช้งาน,200,1
189,S24-013,200L,ใช้งาน,200,1
188,S24-014,200L,ใช้งาน,200,1
187,S24-015,200L,ใช้งาน,200,1
186,S24-016,200L,ใช้งาน,200,1
185,S24-017,200L,ใช้งาน,200,1
184,S24-018,200L,ใช้งาน,200,1
183,S24-019,200L,ไม่ใช้งาน,200,0
182,S24-020,200L,ไม่ใช้งาน,200,0
181,S24-021,200L,ไม่ใช้งาน,200,0
180,S24-022,200L,ไม่ใช้งาน,200,0
179,S24-023,200L,ไม่ใช้งาน,200,0
178,S24-024,200L,ไม่ใช้งาน,200,0
177,S24-025,200L,ใช้งาน,200,1
176,S24-026,200L,ใช้งาน,200,1
175,S24-027,200L,ใช้งาน,200,1
174,S24-028,200L,ใช้งาน,200,1
173,S24-029,200L,ใช้งาน,200,1
171,S24-031,200L,ใช้งาน,200,1
170,S24-032,200L,ใช้งาน,200,1
169,S24-033,200L,ไม่ใช้งาน,200,0
168,S24-034,200L,ไม่ใช้งาน,200,0
167,S24-035,200L,ใช้งาน,200,1
166,S24-036,200L,ใช้งาน,200,1
165,S24-037,200L,ใช้งาน,200,1
164,S24-038,200L,ใช้งาน,200,1
163,S24-039,200L,ใช้งาน,200,1
162,S24-040,200L,ใช้งาน,200,1
161,S24-041,200L,ใช้งาน,200,1
160,S24-042,200L,ใช้งาน,200,1
159,S24-043,200L,ใช้งาน,200,1
158,S24-044,200L,ใช้งาน,200,1
157,S24-045,200L,ใช้งาน,200,1
156,S24-046,200L,ใช้งาน,200,1
155,S24-047,200L,ใช้งาน,200,1
154,S24-048,200L,ใช้งาน,200,1
153,S24-049,200L,ใช้งาน,200,1
152,S24-050,200L,ใช้งาน,200,1
151,S24-051,200L,ใช้งาน,200,1
150,S24-052,200L,ใช้งาน,200,1
149,S24-053,200L,ใช้งาน,200,1
148,S24-054,200L,ใช้งาน,200,1
147,S24-055,200L,ใช้งาน,200,1
146,S24-056,200L,ใช้งาน,200,1
145,S24-057,200L,ใช้งาน,200,1
144,S24-058,200L,ใช้งาน,200,1
143,S24-059,200L,ใช้งาน,200,1
142,S24-060,200L,ใช้งาน,200,1
141,S24-061,200L,ใช้งาน,200,1
140,S24-062,200L,ใช้งาน,200,1
139,S24-063,200L,ใช้งาน,200,1
26,S24-069,200L,ไม่ใช้งาน,200,0
14,S24-077,200L,ใช้งาน,200,1
9,S24-079,200L,ใช้งาน,200,1
15,S24-080,200L,ใช้งาน,200,1
1604,S61-02,200L,ไม่ใช้งาน,200,0
1603,S61-03,200L,ไม่ใช้งาน,200,0
1601,S61-05,200L,ไม่ใช้งาน,200,0
1599,S61-07,200L,ไม่ใช้งาน,200,0
1598,S61-08,200L,ไม่ใช้งาน,200,0
1597,S61-09,200L,ไม่ใช้งาน,200,0
1596,S61-10,200L,ไม่ใช้งาน,200,0
1595,S61-11,200L,ไม่ใช้งาน,200,0
1593,S61-13,200L,ไม่ใช้งาน,200,0
1592,S61-14,200L,ไม่ใช้งาน,200,0
1590,S61-16,200L,ไม่ใช้งาน,200,0
1589,S61-17,200L,ไม่ใช้งาน,200,0
1588,S61-18,200L,ไม่ใช้งาน,200,0
1586,S61-20,200L,ไม่ใช้งาน,200,0
1585,S61-21,200L,ไม่ใช้งาน,200,0
1582,S61-24,200L,ไม่ใช้งาน,200,0
1581,S61-25,200L,ไม่ใช้งาน,200,0
1580,S61-26,200L,ไม่ใช้งาน,200,0
1578,S61-28,200L,ไม่ใช้งาน,200,0
1576,S61-30,200L,ไม่ใช้งาน,200,0
1575,S61-31,200L,ไม่ใช้งาน,200,0
1574,S61-32,200L,ไม่ใช้งาน,200,0
1573,S61-33,200L,ไม่ใช้งาน,200,0
1572,S61-34,200L,ไม่ใช้งาน,200,0
1570,S61-36,200L,ไม่ใช้งาน,200,0
1569,S61-37,200L,ไม่ใช้งาน,200,0
1567,S61-39,200L,ไม่ใช้งาน,200,0
1563,S61-43,200L,ไม่ใช้งาน,200,0
1560,S61-46,200L,ไม่ใช้งาน,200,0
1558,S61-48,200L,ไม่ใช้งาน,200,0
1557,S61-49,200L,ไม่ใช้งาน,200,0
1552,S61-54,200L,ไม่ใช้งาน,200,0
1550,S61-56,200L,ไม่ใช้งาน,200,0
1549,S61-57,200L,ไม่ใช้งาน,200,0
1548,S61-58,200L,ไม่ใช้งาน,200,0
1545,S61-61,200L,ไม่ใช้งาน,200,0
1544,S61-62,200L,ไม่ใช้งาน,200,0
1540,S61-66,200L,ไม่ใช้งาน,200,0
1539,S61-67,200L,ไม่ใช้งาน,200,0
1538,S61-68,200L,ไม่ใช้งาน,200,0
1537,S61-69,200L,ไม่ใช้งาน,200,0
1536,S61-70,200L,ไม่ใช้งาน,200,0
1506,S62-100,200L,ไม่ใช้งาน,200,0
1503,S62-103,200L,ไม่ใช้งาน,200,0
1502,S62-104,200L,ไม่ใช้งาน,200,0
1501,S62-105,200L,ไม่ใช้งาน,200,0
1500,S62-106,200L,ไม่ใช้งาน,200,0
1499,S62-107,200L,ไม่ใช้งาน,200,0
1496,S62-110,200L,ไม่ใช้งาน,200,0
1495,S62-111,200L,ไม่ใช้งาน,200,0
1494,S62-112,200L,ไม่ใช้งาน,200,0
1493,S62-113,200L,ไม่ใช้งาน,200,0
1492,S62-114,200L,ไม่ใช้งาน,200,0
1485,S62-121,200L,ไม่ใช้งาน,200,0
1484,S62-122,200L,ไม่ใช้งาน,200,0
1483,S62-123,200L,ไม่ใช้งาน,200,0
1482,S62-124,200L,ไม่ใช้งาน,200,0
1481,S62-125,200L,ไม่ใช้งาน,200,0
1480,S62-126,200L,ไม่ใช้งาน,200,0
1478,S62-128,200L,ไม่ใช้งาน,200,0
1477,S62-129,200L,ไม่ใช้งาน,200,0
1475,S62-131,200L,ไม่ใช้งาน,200,0
1473,S62-133,200L,ไม่ใช้งาน,200,0
1470,S62-136,200L,ไม่ใช้งาน,200,0
1466,S62-141,200L,ไม่ใช้งาน,200,0
1465,S62-142,200L,ไม่ใช้งาน,200,0
1462,S62-145,200L,ไม่ใช้งาน,200,0
1461,S62-146,200L,ไม่ใช้งาน,200,0
1460,S62-147,200L,ไม่ใช้งาน,200,0
1459,S62-148,200L,ไม่ใช้งาน,200,0
1458,S62-149,200L,ไม่ใช้งาน,200,0
1457,S62-150,200L,ไม่ใช้งาน,200,0
1456,S62-151,200L,ไม่ใช้งาน,200,0
